,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
74,128108,蓝帆转债,0.96%,120.88,1.45,-0.53,0,-1.21,AA,5.444,2.08,31.004,128108,79.5175
4,128128,齐翔转2,2.02%,106.699,1.4,0.58,0,1.4,AA,5.674,1.77,29.9,未到转股期,92.866
64,128057,博彦转债,1.02%,118.8,1.48,0.58,0,-0.35,AA-,4.216,1.87,5.097,128057,80.765
93,113593,沪工转债,-1.85%,121.48,-4.63,0.66,0,0.02,A+,5.592,6.53,4.0,未到转股期,78.02499999999999
76,128040,华通转债,1.23%,119.99,1.99,0.85,0,-1.92,AA-,3.49,8.91,2.223,128040,79.3725
52,123051,今天转债,-0.47%,117.01,-1.55,1.65,0,0.91,A+,5.463,3.41,2.796,123051,81.7525
65,113565,宏辉转债,0.40%,117.91,0.61,2.0,0,0.05,AA-,5.195,3.97,2.294,191565,80.59
5,113008,电气转债,-0.39%,108.56,-1.98,2.37,1,-14.0,AAA,0.129,1.27,41.994,191008,89.6625
62,113572,三祥转债,0.27%,117.23,2.59,2.49,0,-0.68,A+,5.233,4.91,1.698,191572,80.90249999999999
31,113567,君禾转债,1.19%,114.57,1.43,2.98,0,0.8,A+,5.211,3.69,2.1,191567,83.19500000000001
0,128085,鸿达转债,0.62%,84.4,3.88,3.07,0,8.25,AA,5.0,1.08,24.189,128085,113.2975
89,127015,希望转债,1.52%,119.288,0.88,3.1,0,-1.58,AAA,5.047,2.81,9.503,127015,78.387
12,113016,小康转债,0.03%,111.18,-4.14,3.29,1,-0.6,AA,2.888,3.53,6.06,191016,86.35249999999999
14,113541,荣晟转债,0.25%,111.84,0.32,3.67,1,0.62,AA-,4.597,1.98,2.745,191541,85.4075
96,128113,比音转债,0.38%,119.2,-0.81,4.11,0,-0.3,AA,5.493,4.06,6.89,未到转股期,77.7175
8,113601,塞力转债,0.58%,108.96,0.34,4.12,0,1.95,AA-,5.677,2.25,5.43,未到转股期,87.95
41,123002,国祯转债,0.48%,114.351,0.98,4.16,1,-1.7,AA,2.937,1.7,2.522,123002,82.529
60,113536,三星转债,0.42%,115.79,0.18,4.26,0,-0.2,AA,4.452,2.75,1.491,191536,81.015
30,123049,维尔转债,-0.60%,112.672,-1.84,5.48,0,1.99,AA-,5.321,1.48,9.17,123049,83.218
51,128114,正邦转债,0.26%,114.1,1.16,5.51,0,0.19,AA+,5.499,2.86,16.0,未到转股期,81.76750000000001
53,123063,大禹转债,0.54%,113.93,1.92,5.79,0,1.92,AA-,5.611,2.65,6.38,未到转股期,81.72749999999999
95,128021,兄弟转债,1.13%,117.31,1.4,6.55,1,-2.55,AA,2.948,2.19,2.655,128021,77.7775
22,128064,司尔转债,0.35%,110.8,-0.79,6.75,0,0.86,AA,4.31,1.14,7.998,128064,84.1375
88,113034,滨化转债,1.63%,116.08,0.6,7.36,0,-0.16,AA,5.312,1.16,19.325,191034,78.4
59,113561,正裕转债,0.65%,113.21,0.19,7.63,0,0.94,A+,5.038,2.54,1.502,191561,81.06750000000001
3,128127,文科转债,0.68%,101.078,1.2,7.7,0,3.34,AA-,5.674,0.97,9.5,未到转股期,93.14699999999999
56,128130,景兴转债,2.36%,112.6,3.21,8.15,0,0.39,AA,5.707,0.84,12.8,未到转股期,81.28750000000001
58,128039,三力转债,-0.27%,112.802,-0.16,8.15,1,-0.79,AA-,3.474,1.85,2.025,128039,81.0855
9,128066,亚泰转债,1.32%,106.397,2.15,8.3,1,2.37,AA-,4.334,1.59,4.798,128066,87.378
28,128094,星帅转债,-0.67%,110.375,-0.77,8.36,0,1.96,A+,5.085,2.82,2.797,128094,83.355
7,113033,利群转债,0.57%,105.6,0.59,8.38,0,1.71,AA,5.288,1.3,18.0,191033,88.11500000000001
94,113577,春秋转债,0.43%,115.59,2.89,8.71,0,0.43,AA-,5.323,2.63,2.319,191577,77.8775
75,128105,长集转债,0.34%,113.385,-0.71,9.6,0,0.32,AA,5.31,2.35,7.999,128105,79.41499999999999
27,123010,博世转债,1.92%,108.91,-0.58,9.81,1,0.88,AA-,3.551,1.97,4.296,123010,83.7325
55,128071,合兴转债,1.04%,111.2,-0.46,9.92,0,0.7,AA,4.663,1.58,3.0,128071,81.36
70,110057,现代转债,0.34%,112.28,0.8,10.05,0,-0.32,AAA,4.288,1.28,16.158,190057,80.1825
48,128107,交科转债,0.08%,110.14,0.56,10.55,0,0.88,AA+,5.348,0.9,25.0,128107,81.9475
25,128082,华锋转债,1.58%,108.2,0.53,10.56,1,2.4,A+,4.964,1.53,3.45,128082,83.88
6,128013,洪涛转债,-0.29%,103.2,0.35,10.7,2,3.96,AA-,1.614,1.17,11.985,128013,88.775
TOTAL,,,,112.25633333333332,,5.574871794871795,,,,,,,,
